020194;000000;000001
021038;000000;000002
022612;000000;000003
019470;000000;000004
029156;000000;000005
001621;000000;000006
016664;000000;000007
011258;000000;000008
007470;000000;000009
009775;000000;000010
023349;000000;000011
017285;000000;000012
010369;000000;000013
021463;000000;000014
003738;500004;000100
012580;500008;000101
017496;500003;000102
029367;500015;000103
000595;500007;000104
009653;500010;000105
009831;500012;000106
009653;500003;000107
000155;500003;000108
019703;500004;000109
017183;500015;000110
024786;500006;000111
019546;500007;000112
031633;500005;000113
000595;500010;000114
003585;500011;000115
012287;500001;000116
014608;500003;000117
002282;500009;000118
013802;500007;000119
021463;500014;000120
019324;500013;000121
025678;500005;000122
019546;500009;000123
018016;500007;000124
003152;500010;000125
007542;500005;000126
007547;500001;000127
002750;500003;000128
019906;500006;000129
019324;500010;000130
004101;500013;000131
012287;500003;000132
023332;500003;000133
028244;500003;000134
014608;500013;000135
004581;500002;000136
007905;500013;000137
020484;500010;000138
030143;500004;000139
015967;500010;000140
000595;500007;000141
013738;500013;000142
018593;500014;000143
002164;500002;000144
018624;500014;000145
005879;500005;000146
029634;500009;000147
002750;500001;000148
009831;500011;000149
017107;500006;000150
021038;500008;000151
010398;500004;000152
007992;500007;000153
030803;500003;000154
017777;500006;000155
002750;500006;000156
016803;500010;000157
012606;500001;000158
009496;500013;000159
009653;500006;000160
020484;500004;000161
023471;500001;000162
011117;500008;000163
005188;500010;000164
014812;500003;000165
008237;500002;000166
028074;500007;000167
025568;500002;000168
014812;500006;000169
031633;500008;000170
005765;500001;000171
017496;500012;000172
009496;500002;000173
024162;500014;000174
000595;500010;000175
008512;500002;000176
018815;500011;000177
011228;500005;000178
030339;500002;000179
011984;500007;000180
019906;500005;000181
007470;500015;000182
010369;500009;000183
022091;500014;000184
022435;500008;000185
016803;500004;000186
016664;500014;000187
030143;500012;000188
025678;500014;000189
010398;500002;000190
017496;500011;000191
018815;500005;000192
007992;500014;000193
020893;500013;000194
011258;500007;000195
014148;500009;000196
002767;500015;000197
029285;500006;000198
003152;500007;000199
025568;500006;000200
021145;500002;000201
022091;500008;000202
030143;500011;000203
017183;500015;000204
007974;500002;000205
016596;500002;000206
023349;500004;000207
024786;500006;000208
007800;500014;000209
014812;500011;000210
025113;500005;000211
002767;500014;000212
020343;500012;000213
002164;500006;000214
007905;500014;000215
000441;500011;000216
020194;500007;000217
008816;500013;000218
000595;500002;000219
015252;500012;000220
005879;500001;000221
025678;500002;000222
000441;500014;000223
025677;500013;000224
000155;500003;000225
017285;500009;000226
011228;500002;000227
019470;500003;000228
022612;500003;000229
009653;500010;000230
015967;500007;000231
007070;500005;000232
005169;500011;000233
021038;500003;000234
021145;500001;000235
029285;500009;000236
016664;500013;000237
021145;500013;000238
018815;500009;000239
007787;500001;000240
020194;500009;000241
021038;500003;000242
007905;500001;000243
008816;500004;000244
014608;500010;000245
007068;500008;000246
025568;500010;000247
002164;500007;000248
018815;500014;000249
001621;500001;000250
009831;500009;000251
027077;500009;000252
022920;500003;000253
001621;500003;000254
030803;500006;000255
022387;500005;000256
015252;500015;000257
024162;500005;000258
012287;500002;000259
008816;500012;000260
000595;500005;000261
018815;500002;000262
021463;500005;000263
024786;500002;000264
007068;500010;000265
018016;500015;000266
021145;500010;000267
003152;500003;000268
021463;500012;000269
020343;500013;000270
021463;500007;000271
011258;500007;000272
008816;500002;000273
002750;500006;000274
007787;500005;000275
004101;500004;000276
010398;500011;000277
009496;500013;000278
017339;500012;000279
016664;500001;000280
025568;500014;000281
022435;500010;000282
013738;500015;000283
008237;500012;000284
022656;500007;000285
013738;500003;000286
019470;500009;000287
016596;500005;000288
028074;500012;000289
018016;500012;000290
005765;500010;000291
019703;500005;000292
014608;500008;000293
028074;500003;000294
021553;500003;000295
017444;500013;000296
009775;500002;000297
022656;500011;000298
029634;500014;000299
008512;500014;000300
011117;500004;000301
024786;500001;000302
006641;500009;000303
012606;500002;000304
018815;500006;000305
007547;500013;000306
018815;500009;000307
009098;500005;000308
030803;500010;000309
018016;500010;000310
022612;500011;000311
007542;500011;000312
029156;500007;000313
012606;500011;000314
008816;500013;000315
021463;500005;000316
016596;500009;000317
022920;500008;000318
016664;500001;000319
005169;500008;000320
002767;500012;000321
017444;500011;000322
011945;500003;000323
012606;500014;000324
013738;500002;000325
014812;500014;000326
020343;500010;000327
029773;500011;000328
030339;500005;000329
030857;500006;000330
017183;500012;000331
015252;500007;000332
014608;500002;000333
014608;500002;000334
016596;500013;000335
020484;500008;000336
002164;500007;000337
017496;500010;000338
012287;500002;000339
022387;500012;000340
015252;500006;000341
009396;500009;000342
011117;500003;000343
016803;500004;000344
007992;500014;000345
024162;500014;000346
024786;500004;000347
017183;500010;000348
022612;500011;000349
007787;500005;000350
018815;500013;000351
011228;500007;000352
023471;500001;000353
008816;500009;000354
030339;500003;000355
014812;500007;000356
005169;500008;000357
008816;500012;000358
019546;500006;000359
011258;500013;000360
007979;500007;000361
009070;500013;000362
022920;500004;000363
028244;500007;000364
009653;500012;000365
005188;500002;000366
007070;500005;000367
022435;500015;000368
000155;500010;000369
005103;500012;000370
025886;500004;000371
004581;500013;000372
022091;500014;000373
007905;500015;000374
017107;500010;000375
025678;500012;000376
014148;500005;000377
013802;500005;000378
007800;500010;000379
011258;500002;000380
016664;500004;000381
032156;500003;000382
003738;500002;000383
005188;500008;000384
008816;500014;000385
007068;500008;000386
008901;500012;000387
018016;500012;000388
030339;500005;000389
021038;500007;000390
005188;500004;000391
005879;500004;000392
000595;500008;000393
005169;500002;000394
000441;500001;000395
012580;500002;000396
018624;500015;000397
023332;500014;000398
022612;500003;000399
014148;500003;000400
