000001;12-Jun-88;3;25.88
000002;15-Jun-88;2;16.15
000003;17-Jun-88;5;30.00
000004;17-Jun-88;1;9.50
000005;20-Jun-88;3;25.88
000006;21-Jun-88;2;16.15
000007;21-Jun-88;4;28.15
000008;21-Jun-88;2;16.15
000009;21-Jun-88;3;25.88
000010;21-Jun-88;2;16.15
000011;21-Jun-88;5;30.00
000012;21-Jun-88;1;9.50
000013;21-Jun-88;3;25.88
000014;21-Jun-88;2;16.15
000100;8-May-91;2;16.15
000101;8-May-91;3;25.88
000102;8-May-91;3;25.88
000103;8-May-91;5;30.00
000104;8-May-91;1;9.50
000105;8-May-91;4;28.15
000106;8-May-91;3;25.88
000107;8-May-91;1;9.50
000108;8-May-91;3;25.88
000109;8-May-91;4;28.15
000110;8-May-91;2;16.15
000111;8-May-91;3;25.88
000112;8-May-91;3;25.88
000113;8-May-91;5;30.00
000114;8-May-91;1;9.50
000115;8-May-91;3;25.88
000116;8-May-91;5;30.00
000117;8-May-91;3;25.88
000118;8-May-91;1;9.50
000119;8-May-91;3;25.88
000120;8-May-91;5;30.00
000121;8-May-91;3;25.88
000122;8-May-91;4;28.15
000123;8-May-91;5;30.00
000124;8-May-91;5;30.00
000125;8-May-91;4;28.15
000126;8-May-91;4;28.15
000127;8-May-91;3;25.88
000128;8-May-91;3;25.88
000129;8-May-91;1;9.50
000130;8-May-91;1;9.50
000131;8-May-91;1;9.50
000132;8-May-91;3;25.88
000133;8-May-91;1;9.50
000134;8-May-91;4;28.15
000135;8-May-91;2;16.15
000136;8-May-91;5;30.00
000137;8-May-91;1;9.50
000138;8-May-91;4;28.15
000139;8-May-91;4;28.15
000140;8-May-91;1;9.50
000141;8-May-91;3;25.88
000142;8-May-91;4;28.15
000143;8-May-91;5;30.00
000144;8-May-91;5;30.00
000145;8-May-91;3;25.88
000146;8-May-91;4;28.15
000147;8-May-91;4;28.15
000148;8-May-91;1;9.50
000149;8-May-91;3;25.88
000150;8-May-91;3;25.88
000151;8-May-91;4;28.15
000152;8-May-91;1;9.50
000153;8-May-91;1;9.50
000154;8-May-91;1;9.50
000155;8-May-91;5;30.00
000156;8-May-91;1;9.50
000157;8-May-91;5;30.00
000158;8-May-91;5;30.00
000159;8-May-91;5;30.00
000160;8-May-91;1;9.50
000161;8-May-91;3;25.88
000162;8-May-91;1;9.50
000163;8-May-91;4;28.15
000164;8-May-91;4;28.15
000165;8-May-91;1;9.50
000166;8-May-91;1;9.50
000167;8-May-91;2;16.15
000168;8-May-91;1;9.50
000169;8-May-91;3;25.88
000170;8-May-91;3;25.88
000171;8-May-91;1;9.50
000172;8-May-91;1;9.50
000173;8-May-91;1;9.50
000174;8-May-91;1;9.50
000175;8-May-91;4;28.15
000176;8-May-91;2;16.15
000177;8-May-91;1;9.50
000178;8-May-91;1;9.50
000179;8-May-91;1;9.50
000180;8-May-91;4;28.15
000181;8-May-91;2;16.15
000182;8-May-91;3;25.88
000183;8-May-91;4;28.15
000184;8-May-91;3;25.88
000185;8-May-91;5;30.00
000186;8-May-91;3;25.88
000187;8-May-91;4;28.15
000188;8-May-91;2;16.15
000189;8-May-91;3;25.88
000190;8-May-91;4;28.15
000191;8-May-91;2;16.15
000192;8-May-91;2;16.15
000193;8-May-91;5;30.00
000194;8-May-91;5;30.00
000195;8-May-91;3;25.88
000196;8-May-91;1;9.50
000197;8-May-91;1;9.50
000198;8-May-91;3;25.88
000199;8-May-91;3;25.88
000200;8-May-91;1;9.50
000201;8-May-91;3;25.88
000202;8-May-91;4;28.15
000203;8-May-91;5;30.00
000204;8-May-91;1;9.50
000205;8-May-91;1;9.50
000206;8-May-91;1;9.50
000207;8-May-91;5;30.00
000208;8-May-91;4;28.15
000209;8-May-91;2;16.15
000210;8-May-91;2;16.15
000211;8-May-91;2;16.15
000212;8-May-91;3;25.88
000213;8-May-91;1;9.50
000214;8-May-91;3;25.88
000215;8-May-91;1;9.50
000216;8-May-91;1;9.50
000217;8-May-91;1;9.50
000218;8-May-91;4;28.15
000219;8-May-91;1;9.50
000220;8-May-91;1;9.50
000221;8-May-91;5;30.00
000222;8-May-91;2;16.15
000223;8-May-91;1;9.50
000224;8-May-91;5;30.00
000225;8-May-91;2;16.15
000226;8-May-91;3;25.88
000227;8-May-91;2;16.15
000228;8-May-91;4;28.15
000229;8-May-91;5;30.00
000230;8-May-91;3;25.88
000231;8-May-91;2;16.15
000232;8-May-91;4;28.15
000233;8-May-91;4;28.15
000234;8-May-91;1;9.50
000235;8-May-91;2;16.15
000236;8-May-91;2;16.15
000237;8-May-91;3;25.88
000238;8-May-91;5;30.00
000239;8-May-91;2;16.15
000240;8-May-91;1;9.50
000241;8-May-91;2;16.15
000242;8-May-91;1;9.50
000243;8-May-91;4;28.15
000244;8-May-91;2;16.15
000245;8-May-91;2;16.15
000246;8-May-91;4;28.15
000247;8-May-91;2;16.15
000248;8-May-91;2;16.15
000249;8-May-91;1;9.50
000250;8-May-91;1;9.50
000251;8-May-91;5;30.00
000252;8-May-91;1;9.50
000253;8-May-91;1;9.50
000254;8-May-91;5;30.00
000255;8-May-91;1;9.50
000256;8-May-91;1;9.50
000257;8-May-91;5;30.00
000258;8-May-91;5;30.00
000259;8-May-91;3;25.88
000260;8-May-91;1;9.50 
000261;8-May-91;4;28.15
000262;8-May-91;2;16.15
000263;8-May-91;1;9.50
000264;8-May-91;5;30.00
000265;8-May-91;4;28.15
000266;8-May-91;4;28.15
000267;8-May-91;5;30.00
000268;8-May-91;1;9.50
000269;8-May-91;3;25.88
000270;8-May-91;1;9.50
000271;8-May-91;2;16.15
000272;8-May-91;4;28.15
000273;8-May-91;5;30.00
000274;8-May-91;4;28.15
000275;8-May-91;2;16.15
000276;8-May-91;2;16.15
000277;8-May-91;3;25.88
000278;8-May-91;2;16.15
000279;8-May-91;4;28.15
000280;8-May-91;1;9.50
000281;8-May-91;5;30.00
000282;8-May-91;3;25.88
000283;8-May-91;2;16.15
000284;8-May-91;1;9.50
000285;8-May-91;5;30.00
000286;8-May-91;1;9.50
000287;8-May-91;2;16.15
000288;8-May-91;2;16.15
000289;8-May-91;4;28.15
000290;8-May-91;1;9.50
